dateTime;internTemperature
2019-03-01 00:00:00;81.37966288329471
2019-03-01 01:00:00;84.18549768329471
2019-03-01 02:00:00;86.86881516966842
2019-03-01 03:00:00;88.23943268866816
2019-03-01 04:00:00;88.38860519843874
2019-03-01 05:00:00;88.20669135615802
2019-03-01 06:00:00;89.12451534354251
2019-03-01 07:00:00;92.30662667531014
2019-03-01 08:00:00;97.28908472743875
2019-03-01 09:00:00;102.69020094878137
2019-03-01 10:00:00;107.9969534012868
2019-03-01 11:00:00;112.555170555096
2019-03-01 12:00:00;116.47307966304878
2019-03-01 13:00:00;119.89887809997765
2019-03-01 14:00:00;122.4481201523535
2019-03-01 15:00:00;123.59512533715461
2019-03-01 16:00:00;123.34987763865682
2019-03-01 17:00:00;122.44408712137131
2019-03-01 18:00:00;121.60593518019112
2019-03-01 19:00:00;122.57624654046245
2019-03-01 20:00:00;124.89078059604061
2019-03-01 21:00:00;125.35536999391276
2019-03-01 22:00:00;124.29681600986271
2019-03-01 23:00:00;123.35064880278581
2019-03-02 00:00:00;123.26507691188938
2019-03-02 01:00:00;121.7615921149398
2019-03-02 02:00:00;119.59750494509903
2019-03-02 03:00:00;116.43916665249647
2019-03-02 04:00:00;112.43056772136377
2019-03-02 05:00:00;108.36220679186157
2019-03-02 06:00:00;105.15747295826282
2019-03-02 07:00:00;103.07818312124584
2019-03-02 08:00:00;101.94363291728337
2019-03-02 09:00:00;101.96074516674213
2019-03-02 10:00:00;102.87949402052082
2019-03-02 11:00:00;103.75653966057678
2019-03-02 12:00:00;104.55067784050297
2019-03-02 13:00:00;105.50642499554695
2019-03-02 14:00:00;105.46411079235044
2019-03-02 15:00:00;104.17515509350777
2019-03-02 16:00:00;102.01441883693795
2019-03-02 17:00:00;99.49391451700788
2019-03-02 18:00:00;97.39203941658866
2019-03-02 19:00:00;97.27557993927408
2019-03-02 20:00:00;99.12882095317187
2019-03-02 21:00:00;99.76670535686009
2019-03-02 22:00:00;99.04700050678571
2019-03-02 23:00:00;98.71118755742908
2019-03-03 00:00:00;99.42156098121279
2019-03-03 01:00:00;98.8970192212021
2019-03-03 02:00:00;97.67743897214245
2019-03-03 03:00:00;95.75826556796659
2019-03-03 04:00:00;92.9450752100606
2019-03-03 05:00:00;89.88507098895438
2019-03-03 06:00:00;87.28663371211597
2019-03-03 07:00:00;85.52327991341537
2019-03-03 08:00:00;84.25726441093204
2019-03-03 09:00:00;83.8739965250938
2019-03-03 10:00:00;84.50361888982643
2019-03-03 11:00:00;85.57352526213973
2019-03-03 12:00:00;86.76339051439157
2019-03-03 13:00:00;88.12107157698718
2019-03-03 14:00:00;88.3830425203681
2019-03-03 15:00:00;87.452114471795
2019-03-03 16:00:00;85.57355802596527
2019-03-03 17:00:00;83.4540858917516
2019-03-03 18:00:00;82.15766072746595
2019-03-03 19:00:00;83.15684624987678
2019-03-03 20:00:00;86.12286358724167
2019-03-03 21:00:00;87.9313224793081
2019-03-03 22:00:00;88.28582364675971
2019-03-03 23:00:00;88.56210381119277
2019-03-04 00:00:00;89.67244144057302
