dateTime;internTemperature
2019-12-10 00:00:00;80.35591856038263
2019-12-10 00:00:10;79.37123000910533
2019-12-10 00:00:20;79.95168593881874
2019-12-10 00:00:30;82.01735497637613
2019-12-10 00:00:40;80.28410019705113
2019-12-10 00:00:50;79.06559623770143
2019-12-10 00:01:00;81.77351525025591
2019-12-10 00:01:10;80.71453848598237
2019-12-10 00:01:20;78.40111556540265
2019-12-10 00:01:30;78.9451287370822
2019-12-10 00:01:40;79.88214852061392
2019-12-10 00:01:50;80.13662022696506
2019-12-10 00:02:00;79.45915540865451
2019-12-10 00:02:10;79.4105560453704
2019-12-10 00:02:20;78.23687952390395
2019-12-10 00:02:30;81.4355242663473
2019-12-10 00:02:40;80.52275636448458
2019-12-10 00:02:50;80.48268376924486
2019-12-10 00:03:00;80.04541956168208
2019-12-10 00:03:10;81.30455494336536
2019-12-10 00:03:20;80.39216798099012
2019-12-10 00:03:30;78.81926317250257
2019-12-10 00:03:40;81.91206541013715
2019-12-10 00:03:50;81.11958465195744
2019-12-10 00:04:00;81.95341128182976
2019-12-10 00:04:10;79.9285490680363
2019-12-10 00:04:20;82.18353746249211
2019-12-10 00:04:30;80.4655920787371
2019-12-10 00:04:40;79.82995351103237
2019-12-10 00:04:50;80.60659085284605
2019-12-10 00:05:00;81.27149935682358
2019-12-10 00:05:10;79.84909446245393
2019-12-10 00:05:20;80.80294809361787
2019-12-10 00:05:30;81.50113537823755
2019-12-10 00:05:40;81.48873205455091
2019-12-10 00:05:50;79.53510858152613
2019-12-10 00:06:00;82.28146628934677
2019-12-10 00:06:10;79.69366406982725
2019-12-10 00:06:20;81.08495313641727
2019-12-10 00:06:30;80.5889391380196
2019-12-10 00:06:40;80.30730043026078
2019-12-10 00:06:50;79.73642740755592
2019-12-10 00:07:00;81.76840190242324
2019-12-10 00:07:10;79.84192596497515
2019-12-10 00:07:20;81.58522702645168
2019-12-10 00:07:30;79.59572172039364
2019-12-10 00:07:40;80.67446089183592
2019-12-10 00:07:50;82.22326614460617
2019-12-10 00:08:00;83.19650927609008
2019-12-10 00:08:10;80.48543774591839
2019-12-10 00:08:20;80.8033299651079
2019-12-10 00:08:30;81.06241240686056
2019-12-10 00:08:40;82.36407487132624
2019-12-10 00:08:50;82.99600847963646
2019-12-10 00:09:00;80.98117787671556
2019-12-10 00:09:10;80.51516438205834
2019-12-10 00:09:20;80.97165119703384
2019-12-10 00:09:30;80.51560136085664
2019-12-10 00:09:40;82.20152783448184
2019-12-10 00:09:50;81.27429377411792
2019-12-10 00:10:00;81.30868889925716
2019-12-10 00:10:10;79.81525921525626
2019-12-10 00:10:20;79.42454388895416
2019-12-10 00:10:30;82.08912166398693
2019-12-10 00:10:40;80.24519688063008
2019-12-10 00:10:50;82.27462243047835
2019-12-10 00:11:00;81.35968264719479
2019-12-10 00:11:10;82.415194302422
2019-12-10 00:11:20;81.6576012432198
2019-12-10 00:11:30;80.76872840022733
2019-12-10 00:11:40;82.87439198032463
2019-12-10 00:11:50;83.30358642804505
2019-12-10 00:12:00;82.0573237352968
2019-12-10 00:12:10;82.48093847609528
2019-12-10 00:12:20;81.87608764045103
2019-12-10 00:12:30;83.30512488276705
2019-12-10 00:12:40;80.16591203936078
2019-12-10 00:12:50;81.33699220183712
2019-12-10 00:13:00;81.80439869960112
2019-12-10 00:13:10;82.12644706001328
2019-12-10 00:13:20;82.57581842176269
2019-12-10 00:13:30;80.50961018794182
2019-12-10 00:13:40;82.10040789437994
